;ANIMAL;GENDER;AH_W_G;PH_W_G;SHAVINGS_W_G;TOTAL;AH_L;AH_C;AH_STUMP_L;PH_L;PH_C;PH_STUMP_L;CALC_AGE;CALC_ARRIVAL;DH_YEAR;DH_MONTH;DH_QUARTER;W_DIFF;L_DIFF;C_DIFF;B_YEAR;B_MONTH;B_QUARTER;DIM_DEHORN;INT_DEHORN;CALC_PARITY;C_YEAR;C_MONTH;C_QUARTER;N_DEHORNINGS;GR_DAYS;G_TOTAL;G_AH_W;G_AH_L;G_AH_C;G_PH_W;G_PH_L;G_PH_C;DAYSDUE
1074;537;M;2117;427;133;2677;345;640;80;90;630;30;1879;53;2013;10;4;1690;255;10;2008;8;3;NA;NA;0;NA;NA;NA;1;1879;1,424693986;1,126663119;0,183608302;0,340606706;0,227248536;0,047897818;0,335284726;NA
1075;538;M;1518;453;140;2111;95;690;135;40;640;50;2461;635;2015;5;2;1065;55;50;2008;8;3;NA;582;0;NA;NA;NA;2;582;3,627147766;2,608247423;0,163230241;1,18556701;0,778350515;0,068728522;1,099656357;NA
1076;538;M;1537;151;73;1761;315;585;85;55;535;30;1879;53;2013;10;4;1386;260;50;2008;8;3;NA;NA;0;NA;NA;NA;1;1879;0,937200639;0,817988292;0,167642363;0,311335817;0,080361895;0,029270889;0,284725918;NA
1077;539;M;1686;279;105;2070;160;640;90;60;590;20;2461;635;2015;5;2;1407;100;50;2008;8;3;NA;582;0;NA;NA;NA;2;582;3,556701031;2,896907216;0,274914089;1,099656357;0,479381443;0,103092784;1,013745704;NA
1078;539;M;2304;350;113;2767;400;615;85;70;595;60;1877;51;2013;10;4;1954;330;20;2008;8;3;NA;NA;0;NA;NA;NA;1;1877;1,474160895;1,227490677;0,21310602;0,327650506;0,186467768;0,037293554;0,316995205;NA
1079;540;M;2020;361;175;2556;150;650;120;40;600;50;2459;633;2015;5;2;1659;110;50;2008;8;3;NA;582;0;NA;NA;NA;2;582;4,391752577;3,470790378;0,257731959;1,116838488;0,620274914;0,068728522;1,030927835;NA
1080;540;M;1928;283;151;2362;190;720;80;60;720;30;NA;471;2011;9;3;1645;130;0;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1081;541;M;1308;292;210;1810;80;740;110;20;690;50;NA;918;2012;12;4;1016;60;50;NA;NA;NA;NA;447;0;NA;NA;NA;2;447;4,049217002;2,926174497;0,178970917;1,655480984;0,653243848;0,044742729;1,543624161;NA
1082;542;M;1075;218;118;1411;75;750;145;40;700;40;NA;1478;2014;7;3;857;35;50;NA;NA;NA;NA;560;0;NA;NA;NA;3;560;2,519642857;1,919642857;0,133928571;1,339285714;0,389285714;0,071428571;1,25;NA
1083;542;F;1334;406;88;1828;195;NA;75;150;NA;30;NA;747;2010;11;4;928;45;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1084;542;F;1231;362;140;1733;95;625;75;40;580;20;NA;1127;2011;11;4;869;55;45;NA;NA;NA;NA;380;0;NA;NA;NA;2;380;4,560526316;3,239473684;0,25;1,644736842;0,952631579;0,105263158;1,526315789;NA
1085;543;F;1614;328;116;2058;110;620;80;40;590;20;NA;1681;2013;6;2;1286;70;30;NA;NA;NA;NA;554;0;NA;NA;NA;3;554;3,714801444;2,913357401;0,198555957;1,119133574;0,592057762;0,072202166;1,064981949;NA
1086;544;F;1762;225;100;2087;135;630;75;45;450;25;NA;2394;2015;5;2;1537;90;180;NA;NA;NA;NA;713;0;NA;NA;NA;4;713;2,927068724;2,471248247;0,189340813;0,883590463;0,315568022;0,063113604;0,631136045;NA
1087;544;F;1270;297;81;1648;130;620;80;5;540;20;NA;910;2013;5;2;973;125;80;NA;NA;NA;622;NA;1;2011;9;3;1;NA;NA;NA;NA;NA;NA;NA;NA;249
1088;545;F;1444;295;140;1879;120;600;90;45;480;25;NA;1681;2015;7;3;1149;75;120;NA;NA;NA;522;771;2;2014;2;1;2;771;2,437094682;1,872892348;0,155642023;0,778210117;0,382619974;0,058365759;0,622568093;NA
1089;545;M;959;85;57;1101;185;510;90;45;495;35;811;NA;2013;12;4;874;140;15;2011;9;3;NA;NA;0;NA;NA;NA;1;811;1,357583231;1,182490752;0,22811344;0,628853268;0,104808878;0,055487053;0,610357583;NA
1090;546;M;1488;302;113;1903;170;580;90;60;600;20;1456;NA;2015;9;3;1186;110;-20;2011;9;3;NA;645;0;NA;NA;NA;2;645;2,950387597;2,306976744;0,263565891;0,899224806;0,468217054;0,093023256;0,930232558;NA
1091;546;M;701;128;NA;829;175;350;NA;55;260;NA;NA;36;2011;1;1;573;120;90;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1092;546;M;2249;449;193;2891;135;710;85;40;660;25;2978;364;2012;11;4;1800;95;50;2004;9;3;NA;NA;0;NA;NA;NA;1;2978;0,970785762;0,755204835;0,045332438;0,238415044;0,15077233;0,013431833;0,221625252;NA
1093;547;M;1963;856;123;2942;120;770;115;70;660;40;3565;951;2014;6;2;1107;50;110;2004;9;3;NA;587;0;NA;NA;NA;2;587;5,011925043;3,344122658;0,204429302;1,311754685;1,458262351;0,119250426;1,124361158;NA
1094;547;F;1393;309;77;1779;130;NA;80;60;NA;30;NA;465;2013;3;1;1084;70;NA;NA;NA;NA;891;NA;2;2010;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;839
1095;548;F;1415;275;110;1800;110;680;90;50;520;40;NA;1249;2015;5;2;1140;60;160;NA;NA;NA;1675;784;2;2010;10;3;2;784;2,295918367;1,804846939;0,140306122;0,867346939;0,350765306;0,06377551;0,663265306;55
1096;548;M;1994;940;191;3125;140;810;80;85;710;25;999;46;2012;1;1;1054;55;100;2009;5;2;NA;NA;0;NA;NA;NA;1;999;3,128128128;1,995995996;0,14014014;0,810810811;0,940940941;0,085085085;0,710710711;NA
1097;549;M;2556;615;333;3504;135;775;95;50;720;35;1643;690;2013;10;4;1941;85;55;2009;5;2;NA;644;0;NA;NA;NA;2;644;5,440993789;3,968944099;0,209627329;1,203416149;0,954968944;0,077639752;1,118012422;NA
1098;550;M;1417;450;216;2083;90;800;110;60;660;30;2148;1195;2015;3;1;967;30;140;2009;5;2;NA;505;0;NA;NA;NA;3;505;4,124752475;2,805940594;0,178217822;1,584158416;0,891089109;0,118811881;1,306930693;NA
1099;550;F;609;18;48;675;180;450;80;25;240;25;1137;NA;2013;11;4;591;155;210;2010;10;4;NA;NA;0;NA;NA;NA;1;1137;0,593667546;0,535620053;0,158311346;0,395778364;0,015831135;0,021987687;0,211081794;NA
1100;551;F;750;156;58;964;140;570;70;40;480;50;1675;NA;2015;5;2;594;100;90;2010;10;4;NA;538;0;NA;NA;NA;2;538;1,791821561;1,394052045;0,260223048;1,059479554;0,289962825;0,074349442;0,892193309;NA
1101;551;F;716;67;43;826;140;550;75;40;400;30;1246;151;2012;5;2;649;100;150;2008;12;4;NA;NA;0;NA;NA;NA;1;1246;0,662921348;0,574638844;0,112359551;0,44141252;0,053772071;0,032102729;0,321027287;NA
1102;551;F;721;120;63;904;90;560;80;30;430;30;1560;465;2013;3;1;601;60;130;2008;12;4;NA;314;0;NA;NA;NA;2;314;2,878980892;2,296178344;0,286624204;1,78343949;0,382165605;0,095541401;1,369426752;NA
1103;552;F;2803;806;NA;3609;190;590;NA;75;460;NA;1940;845;2014;4;2;1997;115;130;2008;12;4;NA;380;0;NA;NA;NA;3;380;9,497368421;7,376315789;0,5;1,552631579;2,121052632;0,197368421;1,210526316;NA
1104;552;F;343;132;47;522;100;505;90;65;425;15;1273;178;2012;6;2;211;35;80;2008;12;4;NA;NA;0;NA;NA;NA;1;1273;0,410054988;0,269442262;0,078554595;0,396700707;0,103692066;0,051060487;0,333857031;NA
1105;553;F;565;145;11;721;90;530;80;35;560;15;1561;466;2013;3;1;420;55;-30;2008;12;4;NA;288;0;NA;NA;NA;2;288;2,503472222;1,961805556;0,3125;1,840277778;0,503472222;0,121527778;1,944444444;NA
1106;554;F;1965;669;NA;2634;165;505;NA;65;425;NA;1901;806;2014;2;1;1296;100;80;2008;12;4;NA;340;0;NA;NA;NA;3;340;7,747058824;5,779411765;0,485294118;1,485294118;1,967647059;0,191176471;1,25;NA
1107;554;F;1513;621;122;2256;130;705;70;70;560;20;4892;151;2012;5;2;892;60;145;1998;12;4;577;NA;1;2010;10;3;1;4892;0,461161079;0,309280458;0,026573998;0,144112837;0,126941946;0,014309076;0,114472608;42
1108;555;F;4190;1170;NA;5360;230;160;NA;90;80;NA;5909;1168;2015;2;1;3020;140;80;1998;12;4;126;1017;3;2014;10;3;2;1017;5,270403147;4,119960669;0,226155359;0,157325467;1,150442478;0,088495575;0,078662734;NA
1109;555;M;454;32;36;522;160;430;100;35;350;30;723;NA;2014;6;2;422;125;80;2012;6;2;NA;NA;0;NA;NA;NA;1;723;0,721991701;0,627939142;0,221300138;0,594744122;0,044260028;0,048409405;0,484094053;NA
1110;556;M;1090;134;87;1311;140;400;90;20;290;30;1184;NA;2015;9;3;956;120;110;2012;6;2;NA;461;0;NA;NA;NA;2;461;2,843817787;2,364425163;0,303687636;0,867678959;0,290672451;0,043383948;0,629067245;NA
1111;556;F;1137;99;NA;1236;270;420;NA;55;250;NA;1312;886;2014;5;2;1038;215;170;2010;10;4;NA;NA;0;NA;NA;NA;1;1312;0,942073171;0,866615854;0,205792683;0,320121951;0,075457317;0,041920732;0,19054878;NA
1112;556;F;1504;580;90;2174;135;690;65;90;570;10;NA;466;2013;3;1;924;45;120;NA;NA;NA;831;NA;1;2010;12;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1113;557;F;2074;748;NA;2822;115;690;NA;65;570;NA;NA;803;2014;2;1;1326;50;120;NA;NA;NA;1168;337;1;2010;12;4;2;337;8,37388724;6,154302671;0,341246291;2,047477745;2,21958457;0,192878338;1,691394659;NA
1114;557;F;668;NA;40;708;175;450;85;NA;230;NA;1076;NA;2013;11;4;NA;NA;220;2010;12;4;NA;NA;0;NA;NA;NA;1;1076;0,657992565;0,620817844;0,162639405;0,418215613;NA;NA;0,213754647;NA
1115;558;F;1432;257;124;1813;190;440;80;70;300;50;1742;NA;2015;9;3;1175;120;140;2010;12;4;NA;666;0;NA;NA;NA;2;666;2,722222222;2,15015015;0,285285285;0,660660661;0,385885886;0,105105105;0,45045045;NA
1116;558;M;1885;388;157;2430;110;780;80;55;670;45;4697;4697;2012;5;2;1497;55;110;1999;7;3;NA;NA;0;NA;NA;NA;1;4697;0,517351501;0,401319991;0,023419204;0,166063445;0,082605919;0,011709602;0,142644241;NA
1117;559;M;2169;673;142;2984;130;770;100;70;660;30;5468;5468;2014;6;2;1496;60;110;1999;7;3;NA;771;0;NA;NA;NA;2;771;3,870298314;2,813229572;0,168612192;0,998702983;0,872892348;0,09079118;0,856031128;NA
1118;559;M;486;26;34;546;160;470;80;25;340;30;1065;335;2012;9;3;460;135;130;2009;10;4;NA;NA;0;NA;NA;NA;1;1065;0,512676056;0,456338028;0,150234742;0,441314554;0,024413146;0,023474178;0,319248826;NA
1119;560;M;1265;245;95;1605;200;580;100;80;560;10;1821;1091;2014;10;4;1020;120;20;2009;10;4;NA;756;0;NA;NA;NA;2;756;2,123015873;1,673280423;0,264550265;0,767195767;0,324074074;0,105820106;0,740740741;NA
1120;561;M;1085;315;125;1525;90;630;90;30;540;15;2165;1435;2015;9;3;770;60;90;2009;10;4;NA;344;0;NA;NA;NA;3;344;4,433139535;3,154069767;0,261627907;1,831395349;0,915697674;0,087209302;1,569767442;NA
1121;561;F;2080;588;88;2756;550;270;NA;190;NA;NA;NA;0;2010;10;4;1492;360;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1122;562;F;2566;1021;NA;3587;160;560;NA;70;480;NA;NA;1244;2014;3;1;1545;90;80;NA;NA;NA;NA;1244;0;NA;NA;NA;2;1244;2,883440514;2,062700965;0,128617363;0,450160772;0,82073955;0,056270096;0,38585209;NA
1123;562;F;905;265;44;1214;140;560;90;90;520;30;NA;929;2011;6;2;640;50;40;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;181
1124;562;F;874;196;98;1168;100;600;90;25;480;30;NA;1471;2012;12;4;678;75;120;NA;NA;NA;361;542;1;2011;12;4;2;542;2,15498155;1,612546125;0,184501845;1,10701107;0,361623616;0,046125461;0,885608856;793
1125;563;F;1840;293;146;2279;210;580;70;70;520;20;NA;2463;2015;9;3;1547;140;60;NA;NA;NA;199;992;2;2015;2;1;3;992;2,297379032;1,85483871;0,211693548;0,584677419;0,295362903;0,070564516;0,524193548;NA
1126;563;F;434;NA;27;461;185;435;45;NA;230;NA;794;NA;2014;2;1;NA;NA;205;2011;12;4;NA;NA;0;NA;NA;NA;1;794;0,580604534;0,546599496;0,232997481;0,547858942;NA;NA;0,289672544;NA
1127;564;F;720;80;63;863;130;490;70;45;360;10;1333;NA;2015;8;3;640;85;130;2011;12;4;NA;539;0;NA;NA;NA;2;539;1,601113173;1,33580705;0,241187384;0,909090909;0,148423006;0,083487941;0,667903525;NA
1128;564;M;2102;533;93;2728;190;745;90;55;610;30;NA;400;2012;1;1;1569;135;135;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1129;565;M;1789;300;211;2300;120;740;100;35;700;45;NA;939;2013;7;3;1489;85;40;NA;NA;NA;NA;539;0;NA;NA;NA;2;539;4,26716141;3,319109462;0,222634508;1,372912801;0,556586271;0,064935065;1,298701299;NA
1130;566;M;2948;1347;NA;4295;150;745;NA;80;610;NA;NA;1156;2014;2;1;1601;70;135;NA;NA;NA;NA;217;0;NA;NA;NA;3;217;19,79262673;13,58525346;0,69124424;3,433179724;6,207373272;0,368663594;2,811059908;NA
1131;566;M;3731;878;175;4784;270;NA;80;140;NA;20;NA;9;2011;8;3;2853;130;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1132;567;M;3601;1359;NA;4960;145;690;NA;40;620;NA;NA;302;2012;6;2;2242;105;70;NA;NA;NA;NA;293;0;NA;NA;NA;2;293;16,92832765;12,29010239;0,494880546;2,354948805;4,638225256;0,136518771;2,116040956;NA
1133;567;F;1179;146;43;1368;290;480;100;70;420;40;1581;120;2013;5;2;1033;220;60;2009;1;1;NA;NA;0;NA;NA;NA;1;1581;0,865275142;0,74573055;0,18342821;0,303605313;0,092346616;0,044275775;0,265654649;NA
1134;568;F;1416;256;93;1765;170;570;90;70;500;50;2231;770;2015;3;1;1160;100;70;2009;1;1;NA;650;0;NA;NA;NA;2;650;2,715384615;2,178461538;0,261538462;0,876923077;0,393846154;0,107692308;0,769230769;NA
1135;568;M;1812;578;116;2506;320;620;70;125;620;25;2127;666;2014;11;4;1234;195;0;2009;1;1;NA;NA;0;NA;NA;NA;1;2127;1,178185237;0,85190409;0,150446638;0,291490362;0,271744241;0,058768218;0,291490362;NA
1136;569;F;1463;412;133;2008;125;665;90;80;625;20;NA;128;2013;12;4;1051;45;40;NA;NA;NA;309;NA;1;2013;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;750
1137;569;F;410;NA;30;440;140;420;60;NA;200;NA;660;479;2014;11;4;NA;NA;220;2013;1;1;NA;NA;0;NA;NA;NA;1;660;0,666666667;0,621212121;0,212121212;0,636363636;NA;NA;0,303030303;NA
1138;569;F;1673;235;119;2027;110;645;80;30;535;20;NA;435;2011;12;4;1438;80;110;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;110
1139;570;F;1388;256;101;1745;110;630;80;40;500;20;NA;1028;2013;7;3;1132;70;130;NA;NA;NA;483;593;1;2012;3;1;2;593;2,942664418;2,340640809;0,18549747;1,062394604;0,431703204;0,067453626;0,84317032;502
1140;571;F;2035;286;140;2461;160;660;85;55;520;35;NA;1751;2015;7;3;1749;105;140;NA;NA;NA;221;723;2;2014;11;3;3;723;3,403872752;2,814661134;0,221300138;0,912863071;0,395573997;0,076071923;0,71922545;NA
1141;571;F;327;NA;16;343;135;400;65;NA;220;NA;708;NA;2014;2;1;NA;NA;180;2012;3;1;NA;NA;0;NA;NA;NA;1;708;0,484463277;0,461864407;0,190677966;0,564971751;NA;NA;0,310734463;NA
1142;572;F;903;83;98;1084;150;510;60;45;440;35;1267;NA;2015;9;3;820;105;70;2012;3;1;NA;559;0;NA;NA;NA;2;559;1,939177102;1,615384615;0,268336315;0,91234347;0,148479428;0,080500894;0,787119857;NA
1143;572;F;1502;144;108;1754;120;640;85;50;580;20;NA;435;2011;12;4;1358;70;60;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;325
1144;572;F;1422;286;127;1835;110;620;90;35;560;35;NA;1028;2013;7;3;1136;75;60;NA;NA;NA;268;593;1;2012;10;3;2;593;3,094435076;2,397976391;0,18549747;1,045531197;0,482293423;0,059021922;0,944350759;NA
1145;573;F;2508;991;NA;3499;150;630;NA;66;490;NA;NA;1292;2014;4;2;1517;84;140;NA;NA;NA;532;264;1;2012;10;3;3;264;13,25378788;9,5;0,568181818;2,386363636;3,753787879;0,25;1,856060606;NA
1146;574;F;716;51;53;820;190;480;90;40;380;20;823;NA;2015;1;1;665;150;100;2012;10;4;NA;NA;0;NA;NA;NA;1;823;0,9963548;0,869987849;0,230862697;0,583232078;0,061968408;0,048602673;0,461725395;NA
1147;574;M;3060;526;84;3670;558;620;NA;140;560;NA;NA;0;2010;10;4;2534;418;60;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1148;574;M;1676;504;166;2346;120;780;95;60;600;20;NA;545;2012;4;2;1172;60;180;NA;NA;NA;NA;545;0;NA;NA;NA;2;545;4,304587156;3,075229358;0,220183486;1,431192661;0,924770642;0,110091743;1,100917431;NA
1149;575;M;1802;386;145;2333;120;740;80;50;660;45;NA;950;2013;5;2;1416;70;80;NA;NA;NA;NA;405;0;NA;NA;NA;3;405;5,760493827;4,449382716;0,296296296;1,827160494;0,95308642;0,12345679;1,62962963;NA
1150;576;M;1415;297;160;1872;110;760;120;60;640;30;NA;1600;2015;3;1;1118;50;120;NA;NA;NA;NA;650;0;NA;NA;NA;4;650;2,88;2,176923077;0,169230769;1,169230769;0,456923077;0,092307692;0,984615385;NA
1151;576;F;1113;210;66;1389;165;565;75;65;435;20;NA;340;2011;9;3;903;100;130;NA;NA;NA;43;NA;1;2011;8;3;1;NA;NA;NA;NA;NA;NA;NA;NA;524
1152;576;F;1137;204;96;1437;95;630;85;40;495;20;NA;788;2012;12;4;933;55;135;NA;NA;NA;491;448;1;2011;8;3;2;448;3,207589286;2,537946429;0,212053571;1,40625;0,455357143;0,089285714;1,104910714;76
1153;577;F;1280;183;120;1583;125;630;75;45;480;15;NA;1459;2014;10;4;1097;80;150;NA;NA;NA;595;671;2;2013;3;1;3;671;2,359165425;1,907600596;0,186289121;0,938897168;0,272727273;0,067064083;0,715350224;178
1154;577;M;290;NA;21;311;150;440;100;NA;270;NA;748;746;2013;9;3;NA;NA;170;2011;8;3;NA;NA;0;NA;NA;NA;1;748;0,415775401;0,387700535;0,200534759;0,588235294;NA;NA;0,360962567;NA
1155;578;M;971;42;60;1073;160;510;80;40;410;30;1420;1418;2015;7;3;929;120;100;2011;8;3;NA;672;0;NA;NA;NA;2;672;1,59672619;1,444940476;0,238095238;0,758928571;0,0625;0,05952381;0,610119048;NA
1156;579;F;641;NA;36;677;210;410;70;NA;300;NA;896;NA;2015;8;3;NA;NA;110;2013;3;1;NA;NA;0;NA;NA;NA;1;896;0,755580357;0,715401786;0,234375;0,457589286;NA;NA;0,334821429;NA
1157;579;F;1408;402;102;1912;115;615;85;70;550;20;NA;340;2011;9;3;1006;45;65;NA;NA;NA;667;NA;1;2009;12;4;1;NA;NA;NA;NA;NA;NA;NA;NA;93
1158;579;F;959;286;114;1359;70;630;90;30;540;30;NA;788;2012;12;4;673;40;90;NA;NA;NA;355;448;2;2011;12;4;2;448;3,033482143;2,140625;0,15625;1,40625;0,638392857;0,066964286;1,205357143;413
1159;580;F;1760;192;130;2082;120;640;80;60;520;30;NA;1719;2015;7;3;1568;60;120;NA;NA;NA;518;931;3;2014;2;1;3;931;2,236305048;1,890440387;0,128893663;0,687432868;0,20622986;0,064446831;0,558539205;NA
1160;581;F;458;NA;18;476;140;465;80;NA;400;NA;985;NA;2014;9;3;NA;NA;65;2011;12;4;NA;NA;0;NA;NA;NA;1;985;0,483248731;0,464974619;0,14213198;0,472081218;NA;NA;0,406091371;NA
1161;581;F;306;NA;12;318;140;425;90;NA;395;NA;868;541;2012;4;2;NA;NA;30;2009;12;4;NA;NA;0;NA;NA;NA;1;868;0,366359447;0,352534562;0,161290323;0,489631336;NA;NA;0,455069124;NA
1162;581;F;955;85;65;1105;170;510;80;35;480;35;1464;1137;2013;12;4;870;135;30;2009;12;4;NA;596;0;NA;NA;NA;2;596;1,854026846;1,602348993;0,285234899;0,855704698;0,14261745;0,058724832;0,805369128;NA
1163;582;F;1342;140;243;1725;175;550;75;60;500;10;2087;1760;2015;8;3;1202;115;50;2009;12;4;NA;623;0;NA;NA;NA;3;623;2,768860353;2,154093098;0,280898876;0,88282504;0,224719101;0,096308186;0,802568218;NA
1164;582;F;1330;246;133;1709;140;630;65;45;540;25;NA;299;2011;8;3;1084;95;90;NA;NA;NA;541;NA;1;2010;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;564
1165;583;F;1263;199;139;1601;95;640;75;40;500;35;NA;996;2013;7;3;1064;55;140;NA;NA;NA;133;697;2;2013;3;1;2;697;2,296987088;1,81205165;0,136298422;0,918220947;0,285509326;0,057388809;0,717360115;NA
1166;584;F;2135;590;NA;2725;125;560;NA;55;430;NA;NA;1266;2014;4;2;1545;70;130;NA;NA;NA;403;270;2;2013;3;1;3;270;10,09259259;7,907407407;0,462962963;2,074074074;2,185185185;0,203703704;1,592592593;NA
1167;584;M;402;NA;20;422;150;440;70;NA;300;NA;856;NA;2015;7;3;NA;NA;140;2013;3;1;NA;NA;0;NA;NA;NA;1;856;0,492990654;0,469626168;0,175233645;0,514018692;NA;NA;0,35046729;NA
1168;584;F;478;28;28;534;190;450;80;40;400;20;783;541;2012;4;2;450;150;50;2010;2;1;NA;NA;0;NA;NA;NA;1;783;0,681992337;0,610472542;0,24265645;0,574712644;0,035759898;0,051085568;0,510855683;NA
1169;585;F;1266;199;74;1539;170;540;75;50;505;30;1338;1096;2013;10;4;1067;120;35;2010;2;1;NA;555;0;NA;NA;NA;2;555;2,772972973;2,281081081;0,306306306;0,972972973;0,358558559;0,09009009;0,90990991;NA
1170;586;F;1442;255;135;1832;160;600;80;50;580;40;1961;1719;2015;7;3;1187;110;20;2010;2;1;NA;623;0;NA;NA;NA;3;623;2,940609952;2,314606742;0,25682183;0,963081862;0,409309791;0,080256822;0,930979133;NA
1171;586;F;630;20;15;665;200;470;90;30;300;20;857;647;2014;7;3;610;170;170;2012;2;1;NA;NA;0;NA;NA;NA;1;857;0,77596266;0,73512252;0,233372229;0,548424737;0,023337223;0,035005834;0,350058343;NA
1172;587;F;1045;55;74;1174;120;520;80;20;380;30;1290;1080;2015;9;3;990;100;140;2012;2;1;NA;433;0;NA;NA;NA;2;433;2,711316397;2,413394919;0,277136259;1,200923788;0,127020785;0,046189376;0,877598152;NA
1173;587;F;2425;390;200;3015;190;650;90;70;560;20;NA;740;2014;10;4;2035;120;90;NA;NA;NA;574;NA;2;2013;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1174;588;F;2363;890;NA;3253;95;630;NA;40;515;NA;NA;830;2014;12;4;1473;55;115;NA;NA;NA;664;90;2;2013;3;1;2;90;36,14444444;26,25555556;1,055555556;7;9,888888889;0,444444444;5,722222222;NA
1175;588;F;820;113;54;987;120;530;110;40;500;40;1932;638;2014;7;3;707;80;30;2009;3;1;NA;NA;0;NA;NA;NA;1;1932;0,510869565;0,424430642;0,062111801;0,274327122;0,058488613;0,020703934;0,258799172;NA
1176;589;F;970;135;75;1180;160;550;90;30;460;40;2094;753;2014;10;4;835;130;90;2009;2;1;NA;NA;0;NA;NA;NA;1;2094;0,563514804;0,463228271;0,076408787;0,262655205;0,064469914;0,014326648;0,219675263;NA
1177;589;M;1105;262;122;1489;100;480;135;40;375;50;NA;333;2015;9;3;843;60;105;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1178;590;F;796;91;83;970;150;550;90;40;520;40;2048;716;2014;9;3;705;110;30;2009;2;1;NA;NA;0;NA;NA;NA;1;2048;0,473632813;0,388671875;0,073242188;0,268554688;0,044433594;0,01953125;0,25390625;NA
1179;590;F;770;42;38;850;145;520;95;25;480;40;2711;716;2014;9;3;728;120;40;2007;4;2;NA;NA;0;NA;NA;NA;1;2711;0,31353744;0,284028034;0,053485799;0,19181114;0,015492438;0,009221689;0,177056437;NA
1180;591;M;1949;432;170;2551;210;630;100;NA;580;35;1966;776;2014;12;4;1517;NA;50;2009;7;3;NA;NA;0;NA;NA;NA;1;1966;1,297558494;0,991353001;0,10681587;0,320447609;0,219735504;NA;0,295015259;NA
1181;591;F;1080;140;55;1275;150;520;60;65;450;25;1593;644;2014;7;3;940;85;70;2010;2;1;NA;NA;0;NA;NA;NA;1;1593;0,800376648;0,677966102;0,094161959;0,326428123;0,087884495;0,040803515;0,282485876;NA
1182;592;F;990;95;70;1155;145;520;85;50;440;30;1467;644;2014;7;3;895;95;80;2010;6;2;NA;NA;0;NA;NA;NA;1;1467;0,787321063;0,674846626;0,098841172;0,354464894;0,06475801;0,034083163;0,299931834;NA
1183;592;M;840;42;44;926;200;480;70;30;370;20;813;NA;2015;5;2;798;170;110;2013;3;1;NA;NA;0;NA;NA;NA;1;813;1,13899139;1,033210332;0,24600246;0,590405904;0,051660517;0,036900369;0,455104551;NA
1184;593;F;1552;389;100;2041;130;655;100;60;580;30;NA;715;2014;9;3;1163;70;75;NA;NA;NA;1223;NA;1;2011;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
1185;593;M;865;140;50;1055;155;540;85;60;480;20;1402;733;2014;10;4;725;95;60;2010;11;4;NA;NA;0;NA;NA;NA;1;1402;0,752496434;0,616975749;0,110556348;0,385164051;0,099857347;0,042796006;0,342368046;NA
1186;594;M;805;215;103;1123;100;390;100;20;340;50;1858;1189;2015;12;4;590;80;50;2010;11;4;NA;456;0;NA;NA;NA;2;456;2,462719298;1,765350877;0,219298246;0,855263158;0,471491228;0,043859649;0,745614035;NA
1187;594;F;664;65;30;759;150;460;80;45;360;15;1184;638;2014;7;3;599;105;100;2011;4;2;NA;NA;0;NA;NA;NA;1;1184;0,641047297;0,560810811;0,126689189;0,388513514;0,054898649;0,038006757;0,304054054;NA
1188;595;F;833;73;78;984;100;520;80;20;440;20;1617;1071;2015;9;3;760;80;80;2011;4;2;NA;433;0;NA;NA;NA;2;433;2,272517321;1,923787529;0,230946882;1,200923788;0,168591224;0,046189376;1,016166282;NA
1189;595;M;1832;442;154;2428;270;620;90;100;610;40;1909;776;2014;12;4;1390;170;10;2009;9;3;NA;NA;0;NA;NA;NA;1;1909;1,271870089;0,959664746;0,141435306;0,32477737;0,231534835;0,052383447;0,319539026;NA
1190;596;M;1790;175;100;2065;265;610;95;45;540;55;2017;786;2014;12;4;1615;220;70;2009;5;2;NA;NA;0;NA;NA;NA;1;2017;1,023797719;0,887456619;0,131383242;0,302429351;0,086762519;0,022310362;0,267724343;NA
