;ANIMAL;GENDER;AH_W_G;PH_W_G;SHAVINGS_W_G;TOTAL;AH_L;AH_C;AH_STUMP_L;PH_L;PH_C;PH_STUMP_L;CALC_AGE;CALC_ARRIVAL;DH_YEAR;DH_MONTH;DH_QUARTER;W_DIFF;L_DIFF;C_DIFF;B_YEAR;B_MONTH;B_QUARTER;DIM_DEHORN;INT_DEHORN;CALC_PARITY;C_YEAR;C_MONTH;C_QUARTER;N_DEHORNINGS;GR_DAYS;G_TOTAL;G_AH_W;G_AH_L;G_AH_C;G_PH_W;G_PH_L;G_PH_C;DAYSDUE
727;364;M;1018;136;48;1202;325;535;90;85;520;25;974;553;2010;11;4;882;240;15;2008;3;1;NA;NA;0;NA;NA;NA;1;974;1,234086242;1,045174538;0,333675565;0,549281314;0,13963039;0,087268994;0,533880903;NA
728;364;M;1533;325;104;1962;170;595;75;50;575;30;1534;1113;2012;6;2;1208;120;20;2008;3;1;NA;560;0;NA;NA;NA;2;560;3,503571429;2,7375;0,303571429;1,0625;0,580357143;0,089285714;1,026785714;NA
729;365;M;2153;882;98;3133;195;760;95;95;620;35;2275;1854;2014;6;2;1271;100;140;2008;3;1;NA;741;0;NA;NA;NA;3;741;4,228070175;2,905533063;0,263157895;1,025641026;1,190283401;0,128205128;0,836707152;NA
730;366;F;1483;558;138;2179;170;630;90;105;540;20;NA;1659;2013;12;4;925;65;90;NA;NA;NA;398;NA;3;2012;11;3;1;NA;NA;NA;NA;NA;NA;NA;NA;752
731;366;F;981;43;33;1057;245;510;85;40;390;25;945;NA;2012;11;4;938;205;120;2010;4;2;NA;NA;0;NA;NA;NA;1;945;1,118518519;1,038095238;0,259259259;0,53968254;0,045502646;0,042328042;0,412698413;NA
732;366;F;998;206;80;1284;145;550;70;45;530;25;1408;NA;2014;2;1;792;100;20;2010;4;2;NA;463;0;NA;NA;NA;2;463;2,773218143;2,155507559;0,313174946;1,187904968;0,444924406;0,097192225;1,144708423;NA
733;367;F;1606;504;147;2257;175;580;75;55;560;35;1969;NA;2015;9;3;1102;120;20;2010;4;2;NA;561;0;NA;NA;NA;3;561;4,023172906;2,862745098;0,311942959;1,033868093;0,898395722;0,098039216;0,998217469;NA
734;368;M;1429;69;65;1563;250;530;90;45;460;25;1036;NA;2015;9;3;1360;205;70;2012;11;4;NA;NA;0;NA;NA;NA;1;1036;1,508687259;1,379343629;0,241312741;0,511583012;0,066602317;0,043436293;0,444015444;NA
735;368;M;845;63;26;934;300;510;85;65;440;25;979;553;2010;11;4;782;235;70;2008;3;1;NA;NA;0;NA;NA;NA;1;979;0,954034729;0,863125638;0,306435138;0,520939734;0,064351379;0,06639428;0,449438202;NA
736;368;M;1119;145;60;1324;130;570;80;40;450;25;1407;981;2012;1;1;974;90;120;2008;3;1;NA;428;0;NA;NA;NA;2;428;3,093457944;2,614485981;0,303738318;1,331775701;0,338785047;0,093457944;1,051401869;NA
737;369;M;1521;258;111;1890;155;640;105;40;500;40;2051;1625;2013;10;4;1263;115;140;2008;3;1;NA;644;0;NA;NA;NA;3;644;2,934782609;2,361801242;0,24068323;0,99378882;0,400621118;0,062111801;0,776397516;NA
738;370;M;1959;359;133;2451;160;660;110;60;450;40;2618;2192;2015;5;2;1600;100;210;2008;3;1;NA;567;0;NA;NA;NA;4;567;4,322751323;3,455026455;0,282186949;1,164021164;0,633156966;0,105820106;0,793650794;NA
739;370;F;2378;692;179;3249;200;640;70;110;590;10;NA;857;2011;9;3;1686;90;50;NA;NA;NA;1557;NA;1;2007;6;2;1;NA;NA;NA;NA;NA;NA;NA;NA;69
740;370;F;1542;324;94;1960;125;640;65;60;580;20;NA;1418;2013;4;2;1218;65;60;NA;NA;NA;492;561;2;2011;12;4;2;561;3,493761141;2,748663102;0,222816399;1,140819964;0,577540107;0,106951872;1,033868093;NA
741;371;F;2194;574;190;2958;155;645;85;70;560;15;NA;2196;2015;5;2;1620;85;85;NA;NA;NA;1270;778;2;2011;12;4;3;778;3,802056555;2,820051414;0,199228792;0,829048843;0,737789203;0,089974293;0,719794344;NA
742;371;F;840;NA;28;868;190;480;70;NA;180;NA;808;NA;2014;2;1;NA;NA;300;2011;12;4;NA;NA;0;NA;NA;NA;1;808;1,074257426;1,03960396;0,235148515;0,594059406;NA;NA;0,222772277;NA
743;372;F;1031;67;85;1183;125;370;95;35;195;25;1432;NA;2015;11;4;964;90;175;2011;12;4;NA;624;0;NA;NA;NA;2;624;1,895833333;1,65224359;0,200320513;0,592948718;0,107371795;0,056089744;0,3125;NA
744;372;M;1260;274;60;1594;355;555;80;110;555;20;1250;550;2010;11;4;986;245;0;2007;6;2;NA;NA;0;NA;NA;NA;1;1250;1,2752;1,008;0,284;0,444;0,2192;0,088;0,444;NA
745;373;M;1018;282;92;1392;120;640;80;40;565;40;1811;1111;2012;6;2;736;80;75;2007;6;2;NA;561;0;NA;NA;NA;2;561;2,481283422;1,814616756;0,213903743;1,140819964;0,502673797;0,071301248;1,007130125;NA
746;374;M;1530;625;82;2237;160;680;120;80;630;35;2552;1852;2014;6;2;905;80;50;2007;6;2;NA;741;0;NA;NA;NA;3;741;3,018893387;2,064777328;0,215924426;0,917678812;0,843454791;0,107962213;0,850202429;NA
747;374;F;1462;416;103;1981;155;620;75;55;535;15;NA;857;2011;9;3;1046;100;85;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;163
748;375;F;1883;370;112;2365;150;630;80;40;500;30;NA;1734;2014;2;1;1513;110;130;NA;NA;NA;714;877;1;2012;3;1;2;877;2,696693273;2,14709236;0,171037628;0,718358039;0,421892816;0,045610034;0,570125428;22
749;375;M;635;NA;28;663;180;440;60;NA;240;NA;714;NA;2014;2;1;NA;NA;200;2012;3;1;NA;NA;0;NA;NA;NA;1;714;0,928571429;0,889355742;0,25210084;0,616246499;NA;NA;0,336134454;NA
750;375;F;1531;467;121;2119;135;635;75;75;525;20;NA;857;2011;9;3;1064;60;110;NA;NA;NA;455;NA;1;2010;6;2;1;NA;NA;NA;NA;NA;NA;NA;NA;484
751;376;F;1545;455;128;2128;120;640;90;60;530;30;NA;1637;2013;11;4;1090;60;110;NA;NA;NA;296;780;2;2013;1;1;2;780;2,728205128;1,980769231;0,153846154;0,820512821;0,583333333;0,076923077;0,679487179;467
752;376;F;640;41;30;711;180;450;80;30;390;25;315;NA;2012;5;2;599;150;60;2011;6;2;NA;NA;0;NA;NA;NA;1;315;2,257142857;2,031746032;0,571428571;1,428571429;0,13015873;0,095238095;1,238095238;NA
753;377;F;1896;442;144;2482;240;635;70;75;640;25;1164;NA;2014;9;3;1454;165;-5;2011;6;2;NA;849;0;NA;NA;NA;2;849;2,92343934;2,233215548;0,282685512;0,747938751;0,520612485;0,088339223;0,753828033;NA
754;378;M;554;21;26;601;160;470;80;25;320;15;597;NA;2014;9;3;533;135;150;2013;1;1;NA;NA;0;NA;NA;NA;1;597;1,006700168;0,927973199;0,2680067;0,787269682;0,035175879;0,041876047;0,5360134;NA
755;378;F;2136;685;114;2935;180;NA;75;60;NA;25;NA;826;2011;8;3;1451;120;NA;NA;NA;NA;430;NA;2;2010;6;2;1;NA;NA;NA;NA;NA;NA;NA;NA;104
756;378;F;1472;362;180;2014;75;665;95;35;565;15;NA;1317;2012;12;4;1110;40;100;NA;NA;NA;387;491;3;2011;11;3;2;491;4,101832994;2,99796334;0,152749491;1,354378819;0,737270876;0,071283096;1,150712831;707
757;379;F;1845;309;145;2299;135;650;105;40;560;30;NA;2198;2015;5;2;1536;95;90;NA;NA;NA;174;881;4;2014;11;3;3;881;2,60953462;2,094211124;0,15323496;0,737797957;0,350737798;0,045402951;0,635641317;NA
758;379;F;1297;524;107;1928;130;655;90;60;640;20;NA;851;2011;9;3;773;70;15;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;76
759;380;F;833;485;191;1509;80;660;90;40;620;20;NA;1412;2013;4;2;348;40;40;NA;NA;NA;485;561;1;2011;12;4;2;561;2,689839572;1,484848485;0,142602496;1,176470588;0,864527629;0,071301248;1,10516934;634
760;381;F;1485;418;202;2105;135;445;95;50;405;30;NA;2352;2015;11;4;1067;85;40;NA;NA;NA;306;940;2;2015;1;1;3;940;2,239361702;1,579787234;0,143617021;0,473404255;0,444680851;0,053191489;0,430851064;NA
761;381;F;690;65;64;819;190;480;70;40;500;25;998;NA;2014;9;3;625;150;-20;2011;12;4;NA;NA;0;NA;NA;NA;1;998;0,820641283;0,691382766;0,190380762;0,480961924;0,065130261;0,04008016;0,501002004;NA
762;381;F;851;266;87;1204;100;660;85;40;480;35;NA;1076;2012;5;2;585;60;180;NA;NA;NA;757;NA;1;2010;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
763;382;F;2211;611;NA;2822;NA;NA;NA;NA;NA;NA;NA;1359;2013;2;1;1600;NA;NA;NA;NA;NA;1040;283;1;2010;4;2;2;283;9,971731449;7,812720848;NA;NA;2,159010601;NA;NA;NA
764;382;M;863;87;49;999;200;510;70;40;420;30;757;NA;2012;5;2;776;160;90;2010;4;2;NA;NA;0;NA;NA;NA;1;757;1,319682959;1,14002642;0,264200793;0,673712021;0,114927345;0,052840159;0,554821664;NA
765;383;M;1745;240;125;2110;195;600;75;85;560;35;1409;NA;2014;2;1;1505;110;40;2010;4;2;NA;652;0;NA;NA;NA;2;652;3,236196319;2,676380368;0,299079755;0,920245399;0,36809816;0,130368098;0,858895706;NA
766;384;M;2022;686;196;2904;180;650;80;65;600;25;1970;NA;2015;9;3;1336;115;50;2010;4;2;NA;561;0;NA;NA;NA;3;561;5,176470588;3,604278075;0,320855615;1,158645276;1,222816399;0,115864528;1,069518717;NA
767;384;M;1603;347;73;2023;220;560;80;90;470;20;1299;448;2011;8;3;1256;130;90;2008;1;1;NA;NA;0;NA;NA;NA;1;1299;1,557351809;1,234026174;0,169361047;0,431100847;0,26712856;0,069284065;0,361816782;NA
768;384;M;1241;322;114;1677;105;590;75;40;560;10;1589;738;2012;6;2;919;65;30;2008;1;1;NA;290;0;NA;NA;NA;2;290;5,782758621;4,279310345;0,362068966;2,034482759;1,110344828;0,137931034;1,931034483;NA
769;385;M;1152;196;125;1473;90;655;90;20;600;20;1947;1096;2013;5;2;956;70;55;2008;1;1;NA;358;0;NA;NA;NA;3;358;4,11452514;3,217877095;0,251396648;1,829608939;0,547486034;0,055865922;1,675977654;NA
770;386;M;2263;484;211;2958;165;720;95;80;620;30;2607;1756;2015;3;1;1779;85;100;2008;1;1;NA;660;0;NA;NA;NA;4;660;4,481818182;3,428787879;0,25;1,090909091;0,733333333;0,121212121;0,939393939;NA
771;386;F;1439;498;151;2088;105;665;75;45;625;25;NA;913;2011;12;4;941;60;40;NA;NA;NA;283;NA;2;2011;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;374
772;387;F;1891;481;180;2552;145;650;85;45;640;25;NA;1990;2014;11;4;1410;100;10;NA;NA;NA;703;1077;3;2012;12;4;2;1077;2,369545032;1,755803157;0,13463324;0,603528319;0,446610956;0,04178273;0,594243268;NA
773;387;F;213;NA;20;233;110;360;60;NA;210;NA;703;NA;2014;11;4;NA;NA;150;2012;12;4;NA;NA;0;NA;NA;NA;1;703;0,3314367;0,302987198;0,156472262;0,512091038;NA;NA;0,298719772;NA
774;387;F;1453;452;103;2008;160;635;75;75;570;25;NA;847;2011;9;3;1001;85;65;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;871
775;388;F;939;309;118;1366;85;640;95;40;560;40;NA;1409;2013;4;2;630;45;80;NA;NA;NA;NA;562;0;NA;NA;NA;2;562;2,430604982;1,670818505;0,151245552;1,138790036;0,549822064;0,071174377;0,996441281;309
776;389;F;1536;423;128;2087;150;630;80;65;470;25;NA;2186;2015;5;2;1113;85;160;NA;NA;NA;468;777;1;2014;2;1;3;777;2,685971686;1,976833977;0,193050193;0,810810811;0,544401544;0,083655084;0,604890605;NA
777;389;M;837;72;70;979;170;530;70;45;570;25;736;NA;2013;12;4;765;125;-40;2011;11;4;NA;NA;0;NA;NA;NA;1;736;1,330163043;1,137228261;0,230978261;0,720108696;0,097826087;0,061141304;0,774456522;NA
778;390;M;1570;334;143;2047;160;480;90;60;320;20;1385;NA;2015;9;3;1236;100;160;2011;11;4;NA;649;0;NA;NA;NA;2;649;3,154083205;2,419106317;0,246533128;0,739599384;0,514637904;0,092449923;0,493066256;NA
779;390;M;1614;214;42;1870;370;570;75;100;530;25;987;561;2010;11;4;1400;270;40;2008;3;1;NA;NA;0;NA;NA;NA;1;987;1,894630193;1,635258359;0,374873354;0,577507599;0,216818642;0,101317123;0,53698075;NA
780;390;M;1257;249;106;1612;120;610;85;40;590;30;1412;986;2012;1;1;1008;80;20;2008;3;1;NA;425;0;NA;NA;NA;2;425;3,792941176;2,957647059;0,282352941;1,435294118;0,585882353;0,094117647;1,388235294;NA
781;391;M;1813;487;161;2461;110;660;80;50;620;20;1743;1317;2012;12;4;1326;60;40;2008;3;1;NA;331;0;NA;NA;NA;3;331;7,435045317;5,47734139;0,332326284;1,993957704;1,471299094;0,151057402;1,873111782;NA
782;392;M;3067;440;270;3777;180;720;90;40;600;50;2407;1981;2014;10;4;2627;140;120;2008;3;1;NA;664;0;NA;NA;NA;4;664;5,688253012;4,618975904;0,271084337;1,084337349;0,662650602;0,060240964;0,903614458;NA
783;392;M;1188;124;42;1354;345;535;95;90;465;20;1031;541;2010;11;4;1064;255;70;2008;1;1;NA;NA;0;NA;NA;NA;1;1031;1,31328807;1,15227934;0,334626576;0,518913676;0,120271581;0,087293889;0,451018429;NA
784;392;M;1375;338;96;1809;160;605;75;70;525;20;1589;1099;2012;6;2;1037;90;80;2008;1;1;NA;558;0;NA;NA;NA;2;558;3,241935484;2,464157706;0,286738351;1,084229391;0,605734767;0,125448029;0,940860215;NA
785;393;M;1765;335;90;2190;170;670;120;65;600;45;2347;1857;2014;7;3;1430;105;70;2008;1;1;NA;758;0;NA;NA;NA;3;758;2,889182058;2,328496042;0,224274406;0,883905013;0,441952507;0,085751979;0,791556728;NA
786;393;F;2064;564;115;2743;210;620;70;90;500;30;NA;1072;2012;5;2;1500;120;120;NA;NA;NA;781;NA;2;2010;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;300
787;394;F;1985;635;195;2815;165;640;85;90;600;20;NA;1990;2014;11;4;1350;75;40;NA;NA;NA;618;918;3;2013;3;1;2;918;3,066448802;2,162309368;0,179738562;0,697167756;0,691721133;0,098039216;0,653594771;NA
788;394;M;648;55;54;757;185;515;85;40;490;15;781;NA;2012;5;2;593;145;25;2010;3;1;NA;NA;0;NA;NA;NA;1;781;0,969270166;0,829705506;0,2368758;0,659411012;0,070422535;0,051216389;0,627400768;NA
789;395;M;2048;576;148;2772;240;645;120;80;740;30;1630;NA;2014;9;3;1472;160;-95;2010;3;1;NA;849;0;NA;NA;NA;2;849;3,265017668;2,412249706;0,282685512;0,759717314;0,67844523;0,094228504;0,871613663;NA
790;395;F;1236;159;88;1483;140;550;80;50;480;30;1486;969;2012;1;1;1077;90;70;2008;1;1;NA;NA;0;NA;NA;NA;1;1486;0,997981157;0,831763122;0,094212651;0,370121131;0,106998654;0,033647376;0,323014805;NA
791;396;F;2942;566;183;3691;250;655;100;90;620;20;2459;1942;2014;9;3;2376;160;35;2008;1;1;NA;973;0;NA;NA;NA;2;973;3,793422405;3,023638232;0,256937307;0,673175745;0,581706064;0,092497431;0,637204522;NA
792;396;F;1286;342;93;1721;120;615;80;40;540;20;NA;965;2012;1;1;944;80;75;NA;NA;NA;623;NA;1;2010;5;2;1;NA;NA;NA;NA;NA;NA;NA;NA;289
793;397;F;1519;181;102;1802;140;640;90;25;640;25;NA;1918;2014;9;3;1338;115;0;NA;NA;NA;664;953;2;2012;11;3;2;953;1,890870934;1,593913956;0,146904512;0,671563484;0,189926548;0,026232949;0,671563484;106
794;397;M;599;NA;141;740;140;460;70;NA;NA;NA;623;NA;2012;1;1;NA;NA;NA;2010;5;2;NA;NA;0;NA;NA;NA;1;623;1,187800963;0,961476726;0,224719101;0,738362761;NA;NA;NA;NA
795;398;M;1860;325;230;2415;255;620;95;80;600;20;1632;NA;2014;10;4;1535;175;20;2010;5;2;NA;1009;0;NA;NA;NA;2;1009;2,39345887;1,843409316;0,252725471;0,614469772;0,32210109;0,079286422;0,594648167;NA
796;399;M;1265;341;197;1803;90;470;100;35;410;45;2004;NA;2015;11;4;924;55;60;2010;5;2;NA;372;0;NA;NA;NA;3;372;4,846774194;3,400537634;0,241935484;1,26344086;0,916666667;0,094086022;1,102150538;NA
797;399;F;625;NA;30;655;170;470;70;NA;300;NA;727;NA;2014;11;4;NA;NA;170;2012;11;4;NA;NA;0;NA;NA;NA;1;727;0,900962861;0,859697387;0,233837689;0,646492435;NA;NA;0,412654746;NA
798;399;F;746;52;36;834;300;80;80;70;30;30;1048;591;2011;1;1;694;230;50;2008;3;1;NA;NA;0;NA;NA;NA;1;1048;0,795801527;0,711832061;0,286259542;0,076335878;0,049618321;0,066793893;0,028625954;1139
799;400;F;866;89;78;1033;135;560;75;25;530;30;1556;1099;2012;6;2;777;110;30;2008;3;1;NA;508;0;NA;NA;NA;2;508;2,033464567;1,704724409;0,265748031;1,102362205;0,17519685;0,049212598;1,043307087;631
800;401;F;2038;295;161;2494;205;595;65;45;580;25;2467;2010;2014;12;4;1743;160;15;2008;3;1;280;911;1;2014;2;1;3;911;2,737650933;2,237102086;0,225027442;0,65312843;0,323819978;0,049396268;0,636663008;NA
801;401;F;1412;226;NA;1638;150;610;70;50;510;20;NA;908;2011;11;4;1186;100;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;195
802;402;F;1569;197;85;1851;180;610;100;55;480;40;NA;2184;2015;5;2;1372;125;130;NA;NA;NA;215;1276;2;2014;10;3;2;1276;1,450626959;1,229623824;0,141065831;0,478056426;0,154388715;0,043103448;0,376175549;NA
803;402;M;229;9;NA;238;115;NA;NA;15;NA;NA;262;NA;2013;2;1;220;100;NA;2012;6;2;NA;NA;0;NA;NA;NA;1;262;0,908396947;0,874045802;0,438931298;NA;0,034351145;0,057251908;NA;NA
804;403;F;2777;807;NA;3584;130;NA;NA;40;NA;NA;NA;518;2010;11;4;1970;90;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
805;403;F;1289;388;125;1802;120;630;70;70;535;20;NA;888;2011;11;4;901;50;95;NA;NA;NA;594;NA;2;2010;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;356
806;404;F;1536;296;109;1941;130;640;90;55;570;35;NA;1916;2014;9;3;1240;75;70;NA;NA;NA;672;1028;3;2012;10;3;2;1028;1,888132296;1,494163424;0,126459144;0,622568093;0,287937743;0,053501946;0,554474708;183
807;404;F;284;NA;28;312;120;415;80;NA;NA;NA;594;NA;2011;11;4;NA;NA;NA;2010;3;1;NA;NA;0;NA;NA;NA;1;594;0,525252525;0,478114478;0,202020202;0,698653199;NA;NA;NA;NA
808;404;F;628;25;40;693;120;465;85;30;310;25;963;NA;2012;11;4;603;90;155;2010;3;1;NA;369;0;NA;NA;NA;2;369;1,87804878;1,701897019;0,325203252;1,260162602;0,067750678;0,081300813;0,840108401;NA
809;405;F;1287;271;108;1666;200;560;80;70;550;20;1622;NA;2014;9;3;1016;130;10;2010;3;1;NA;659;0;NA;NA;NA;3;659;2,528072838;1,952959029;0,303490137;0,849772382;0,411229135;0,106221548;0,834597876;NA
810;406;F;1202;211;139;1552;110;570;80;25;520;35;1992;NA;2015;9;3;991;85;50;2010;3;1;NA;370;0;NA;NA;NA;4;370;4,194594595;3,248648649;0,297297297;1,540540541;0,57027027;0,067567568;1,405405405;NA
811;406;F;509;NA;26;535;170;480;90;NA;320;NA;672;NA;2014;9;3;NA;NA;160;2012;10;4;NA;NA;0;NA;NA;NA;1;672;0,796130952;0,757440476;0,25297619;0,714285714;NA;NA;0,476190476;NA
812;406;F;2605;950;155;3710;195;660;75;100;630;10;NA;866;2011;9;3;1655;95;30;NA;NA;NA;559;NA;1;2010;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;34
813;407;F;1700;689;134;2523;120;670;70;70;580;20;NA;1427;2013;4;2;1011;50;90;NA;NA;NA;527;561;2;2011;10;3;2;561;4,497326203;3,03030303;0,213903743;1,1942959;1,228163993;0,124777184;1,033868093;235
814;408;F;2082;438;180;2700;140;690;100;70;600;30;NA;2206;2015;5;2;1644;70;90;NA;NA;NA;544;779;3;2013;11;3;3;779;3,465982028;2,672657253;0,179717587;0,885750963;0,562259307;0,089858793;0,770218228;159
815;408;F;477;70;32;579;300;450;90;80;390;20;994;537;2010;11;4;407;220;60;2008;3;1;NA;NA;0;NA;NA;NA;1;994;0,58249497;0,479879276;0,301810865;0,452716298;0,070422535;0,080482897;0,392354125;1538
816;408;F;792;123;59;974;150;490;90;60;440;10;1644;1187;2012;9;3;669;90;50;2008;3;1;NA;650;0;NA;NA;NA;2;650;1,498461538;1,218461538;0,230769231;0,753846154;0,189230769;0,092307692;0,676923077;888
817;409;F;1218;226;86;1530;170;570;85;65;560;25;2395;1938;2014;9;3;992;105;10;2008;3;1;NA;751;0;NA;NA;NA;3;751;2,037283622;1,62183755;0,226364847;0,758988016;0,300932091;0,086551265;0,745672437;137
818;409;F;1410;471;113;1994;110;625;75;70;595;20;NA;1048;2012;4;2;939;40;30;NA;NA;NA;684;NA;1;2010;6;2;1;NA;NA;NA;NA;NA;NA;NA;NA;274
819;410;F;1200;255;110;1565;110;620;100;40;540;40;NA;1979;2014;11;4;945;70;80;NA;NA;NA;657;931;2;2013;1;1;2;931;1,680988185;1,288936627;0,118152524;0,665950591;0,273899033;0,042964554;0,580021482;119
820;410;M;442;NA;16;458;140;450;80;NA;340;NA;684;NA;2012;4;2;NA;NA;110;2010;6;2;NA;NA;0;NA;NA;NA;1;684;0,669590643;0,64619883;0,204678363;0,657894737;NA;NA;0,497076023;NA
821;411;M;1810;270;140;2220;240;600;90;80;580;20;1608;NA;2014;10;4;1540;160;20;2010;6;2;NA;924;0;NA;NA;NA;2;924;2,402597403;1,958874459;0,25974026;0,649350649;0,292207792;0,086580087;0,627705628;NA
822;412;M;1336;243;239;1818;70;480;120;25;375;35;1980;NA;2015;11;4;1093;45;105;2010;6;2;NA;372;0;NA;NA;NA;3;372;4,887096774;3,591397849;0,188172043;1,290322581;0,653225806;0,067204301;1,008064516;NA
823;412;F;385;NA;20;405;150;400;70;NA;125;NA;657;NA;2014;11;4;NA;NA;275;2013;1;1;NA;NA;0;NA;NA;NA;1;657;0,616438356;0,585996956;0,228310502;0,608828006;NA;NA;0,190258752;NA
824;412;F;679;40;31;750;220;485;90;60;350;30;953;588;2011;1;1;639;160;135;2008;6;2;NA;NA;0;NA;NA;NA;1;953;0,786988458;0,712486884;0,230849948;0,508919203;0,041972718;0,062959077;0,36726128;1176
825;413;F;907;159;44;1110;140;565;75;40;510;25;1413;1048;2012;4;2;748;100;55;2008;6;2;NA;460;0;NA;NA;NA;2;460;2,413043478;1,97173913;0,304347826;1,22826087;0,345652174;0,086956522;1,108695652;716
826;413;F;1154;152;134;1440;110;600;90;30;560;30;1867;1502;2013;7;3;1002;80;40;2008;6;2;NA;454;0;NA;NA;NA;3;454;3,171806167;2,54185022;0,242290749;1,321585903;0,334801762;0,066079295;1,233480176;262
827;414;F;1625;196;106;1927;145;620;95;50;560;30;2463;2098;2015;3;1;1429;95;60;2008;6;2;334;596;1;2014;4;2;4;596;3,233221477;2,726510067;0,243288591;1,040268456;0,32885906;0,083892617;0,939597315;257
828;414;F;1214;303;108;1625;110;635;90;50;550;30;NA;1047;2012;4;2;911;60;85;NA;NA;NA;732;NA;1;2010;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;262
829;415;F;1503;222;131;1856;115;650;85;40;560;20;NA;1924;2014;9;3;1281;75;90;NA;NA;NA;615;877;2;2013;1;1;2;877;2,116305587;1,713797035;0,131128848;0,741163056;0,25313569;0,045610034;0,638540479;159
830;415;F;383;NA;14;397;140;410;70;NA;NA;NA;732;NA;2012;4;2;NA;NA;NA;2010;4;2;NA;NA;0;NA;NA;NA;1;732;0,542349727;0,523224044;0,191256831;0,56010929;NA;NA;NA;NA
831;416;F;880;108;72;1060;150;530;80;65;525;20;1287;NA;2013;10;4;772;85;5;2010;4;2;NA;555;0;NA;NA;NA;2;555;1,90990991;1,585585586;0,27027027;0,954954955;0,194594595;0,117117117;0,945945946;NA
832;417;F;1336;313;127;1776;170;560;90;55;500;25;1971;NA;2015;9;3;1023;115;60;2010;4;2;NA;684;0;NA;NA;NA;3;684;2,596491228;1,953216374;0,248538012;0,81871345;0,457602339;0,080409357;0,730994152;NA
833;417;M;416;NA;26;442;130;450;80;NA;340;NA;615;NA;2014;9;3;NA;NA;110;2013;1;1;NA;NA;0;NA;NA;NA;1;615;0,718699187;0,676422764;0,211382114;0,731707317;NA;NA;0,552845528;NA
834;417;F;1586;220;75;1881;150;635;85;70;550;20;NA;951;2012;1;1;1366;80;85;NA;NA;NA;331;NA;1;2011;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;395
835;418;F;1800;240;130;2170;160;630;90;70;500;20;NA;1967;2014;11;4;1560;90;130;NA;NA;NA;98;1016;3;2014;7;2;2;1016;2,135826772;1,771653543;0,157480315;0,62007874;0,236220472;0,068897638;0,492125984;NA
836;418;F;1430;40;75;1545;290;520;70;40;360;20;1347;NA;2014;11;4;1390;250;160;2011;2;1;NA;NA;0;NA;NA;NA;1;1347;1,146993318;1,061618411;0,215293244;0,386043059;0,02969562;0,02969562;0,267260579;NA
837;419;F;889;93;88;1070;85;405;75;30;260;30;1712;NA;2015;11;4;796;55;145;2011;2;1;NA;365;0;NA;NA;NA;2;365;2,931506849;2,435616438;0,232876712;1,109589041;0,254794521;0,082191781;0,712328767;NA
838;420;F;488;NA;21;509;160;410;60;NA;260;NA;740;734;2015;3;1;NA;NA;150;2013;2;1;NA;NA;0;NA;NA;NA;1;740;0,687837838;0,659459459;0,216216216;0,554054054;NA;NA;0,351351351;NA
839;420;F;955;222;114;1291;105;610;80;55;535;20;NA;896;2011;11;4;733;50;75;NA;NA;NA;551;NA;1;2010;5;2;1;NA;NA;NA;NA;NA;NA;NA;NA;145
840;421;F;1189;244;94;1527;120;600;90;40;550;40;NA;1906;2014;9;3;945;80;50;NA;NA;NA;865;1010;2;2012;4;2;2;1010;1,511881188;1,177227723;0,118811881;0,594059406;0,241584158;0,03960396;0,544554455;137
841;421;F;648;NA;26;674;190;450;80;NA;310;NA;500;NA;2014;9;3;NA;NA;140;2013;4;2;NA;NA;0;NA;NA;NA;1;500;1,348;1,296;0,38;0,9;NA;NA;0,62;NA
842;422;F;748;56;80;884;90;500;90;35;360;25;870;NA;2015;9;3;692;55;140;2013;4;2;NA;370;0;NA;NA;NA;2;370;2,389189189;2,021621622;0,243243243;1,351351351;0,151351351;0,094594595;0,972972973;NA
843;422;F;1400;396;93;1889;150;585;80;60;550;20;NA;795;2011;8;3;1004;90;35;NA;NA;NA;487;NA;2;2010;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;176
844;422;F;1284;351;92;1727;105;600;75;35;510;30;NA;1247;2012;11;4;933;70;90;NA;NA;NA;276;452;3;2012;2;1;2;452;3,82079646;2,840707965;0,232300885;1,327433628;0,776548673;0,077433628;1,128318584;457
845;423;F;1428;238;148;1814;110;650;90;40;560;35;NA;1906;2014;9;3;1190;70;90;NA;NA;NA;202;659;4;2014;2;1;3;659;2,752655539;2,166919575;0,166919575;0,986342944;0,361153263;0,060698027;0,849772382;NA
